idNum,preRace,race,gender
17-405603,NA,NA,NA
17-405612,Unknown,White,Male
17-405613,NA,NA,NA
17-405615,Unknown,East African,Male
17-405618,NA,NA,NA
17-405623,NA,NA,NA
17-405634,NA,NA,NA
17-405637,White,White,Male
17-405643,Unknown,White,Male
17-405653,Unknown,White,Male
17-405656,Unknown,White,Male
17-405672,Unknown,White,Female
17-405677,Unknown,Other,Male
17-405690,Unknown,Unknown,Unknown
17-405699,Unknown,East African,Female
17-405705,Unknown,Black,Female
17-405732,Latino,Unknown,Male
17-405737,NA,NA,NA
17-405740,Unknown,White,Male
17-405760,Unknown,Unknown,Male
17-405769,Unknown,Unknown,Unknown
17-405772,Unknown,White,Male
17-405778,Unknown,White,Male
17-405782,Unknown,Unknown,Unknown
17-405811,NA,NA,NA
17-405819,Unknown,Black,Female
17-405820,Unknown,Black,Male
17-405831,Unknown,Latino,Female
17-405855,Unknown,Unknown,Unknown
17-405865,NA,NA,NA
17-405874,Black,Unknown,Male
17-405876,Unknown,Unknown,Female
17-405886,Unknown,Unknown,Unknown
17-405895,NA,NA,NA
17-405898,Black,East African,Male
17-405903,NA,NA,NA
17-405912,NA,NA,NA
17-405913,Unknown,Black,Male
17-405939,Unknown,White,Male
17-405942,Unknown,Black,Female
17-405962,Unknown,Black,Male
17-405966,NA,NA,NA
17-405985,NA,NA,NA
17-405988,Unknown,Black,Male
17-405992,Black,Unknown,Unknown
17-405998,Unknown,Asian,Male
17-406046,Black,Black,Male
17-406058,NA,NA,NA
17-406063,Unknown,Unknown,Unknown
17-406073,Unknown,Black,Male
17-406078,White,White,Female
17-406079,Black,Black,Unknown
17-406083,Unknown,Black,Male
17-406090,NA,NA,NA
17-406107,Unknown,Latino,Male
17-406115,Unknown,White,Female
17-406123,Unknown,Unknown,Unknown
17-406127,NA,NA,NA
17-406132,Black,Black,Female
17-406133,Unknown,Black,Female
17-406139,Latino,Unknown,Male
17-406167,White,Unknown,Male
17-406175,Unknown,Unknown,Unknown
17-406197,NA,NA,NA
17-406210,NA,NA,NA
17-406239,NA,NA,NA
17-406246,White,White,Male
17-406251,Unknown,Latino,Male
17-406267,Black,Black,Male
17-406288,White,Other,Male
17-406289,Black,Unknown,Unknown
17-406314,NA,NA,NA
17-406326,Unknown,Other,Male
17-406330,Unknown,Black,Male
17-406333,Unknown,White,Female
17-406340,Black,Black,Male
17-406349,NA,NA,NA
17-406375,White,White,Male
17-406379,Unknown,East African,Female
17-406405,Unknown,Black,Male
17-406436,Unknown,White,Male
17-406479,NA,NA,NA
17-406507,Unknown,Black,Unknown
17-406512,White,White,Female
17-406530,NA,NA,NA
17-406536,NA,NA,NA
17-406550,Black,Black,Male
17-406569,Unknown,Unknown,Male
17-406590,Black,Black,Male
17-406591,Unknown,Unknown,Unknown
17-406595,NA,NA,NA
17-406597,Unknown,Unknown,Unknown
17-406617,Unknown,Unknown,Unknown
17-406621,Unknown,Black,Male
17-406636,Black,Black,Male
17-406648,NA,NA,NA
17-406655,Black,Black,Male
17-406672,Unknown,Unknown,Unknown
17-406674,White,White,Male
17-406682,Other,Other,Male
17-406721,Unknown,Unknown,Unknown
17-406728,Unknown,Unknown,Unknown
17-406738,Black,Black,Male
17-406742,Unknown,Unknown,Unknown
17-406743,Unknown,White,Female
17-406773,Black,Unknown,Male
17-406794,Black,Black,Female
17-406850,NA,NA,NA
17-406863,NA,NA,NA
17-406870,Unknown,Black,Male
17-406873,Unknown,Unknown,Unknown
17-406889,NA,NA,NA
17-406929,Unknown,Other,Male
17-406938,NA,NA,NA
17-406948,Unknown,Unknown,Unknown
17-406963,Unknown,Black,Female
17-406965,Unknown,Unknown,Unknown
17-406969,Black,Black,Male
17-406974,NA,NA,NA
17-406988,Unknown,White,Male
17-406990,Unknown,Unknown,Unknown
17-406998,East African,East African,Male
17-407001,Unknown,White,Male
17-407015,NA,NA,NA
17-407019,Unknown,White,Male
17-407030,NA,NA,NA
17-407034,Black,Black,Male
17-407035,Unknown,White,Female
17-407036,Unknown,Unknown,Unknown
17-407043,Unknown,East African,Male
17-407045,Unknown,Unknown,Unknown
17-407056,Unknown,East African,Male
17-407063,NA,NA,NA
17-407080,Unknown,White,Male
17-407084,Unknown,Unknown,Unknown
17-407090,Unknown,White,Female
17-407101,NA,NA,NA
17-407114,Black,East African,Male
17-407120,NA,NA,NA
17-407130,Black,Black,Male
17-407136,NA,NA,NA
17-407144,Unknown,Black,Male
17-407146,NA,NA,NA
17-407154,Black,Black,Male
17-407155,Unknown,Latino,Male
17-407159,NA,NA,NA
17-407175,Unknown,Latino,Male
17-407179,Unknown,White,Male
17-407203,Unknown,White,Male
17-407206,Unknown,Latino,Male
17-407210,Unknown,Latino,Male
17-407214,Black,Black,Male
17-407225,NA,NA,NA
17-407226,Unknown,Unknown,Unknown
17-407230,Black,Black,Female
17-407256,Unknown,Black,Male
17-407267,Black,Black,Male
17-407279,Unknown,Black,Unknown
17-407291,NA,NA,NA
17-407303,Unknown,Black,Male
17-407322,Unknown,White,Female
17-407328,Unknown,Black,Male
17-407342,Unknown,Asian,Male
17-407352,Unknown,Black,Male
17-407357,Unknown,Other,Female
17-407389,Unknown,Unknown,Unknown
17-407408,Black,Black,Male
17-407423,Unknown,Unknown,Male
17-407426,Unknown,Unknown,Male
17-407446,Unknown,Unknown,Unknown
17-407447,NA,NA,NA
17-407490,Unknown,Unknown,Unknown
17-407555,Black,Black,Male
17-407571,Unknown,Asian,Female
17-407579,White,Unknown,Unknown
17-407600,Unknown,White,Male
17-407613,NA,NA,NA
17-407623,Other,Other,Unknown
17-407624,White,Black,Male
17-407629,White,White,Female
17-407632,Black,Unknown,Unknown
17-407648,Unknown,Unknown,Unknown
17-407679,Unknown,Unknown,Unknown
17-407682,Black,Unknown,Male
17-407712,NA,NA,NA
17-407742,NA,NA,NA
17-407746,Unknown,White,Male
17-407752,Unknown,Unknown,Unknown
17-407781,NA,NA,NA
17-407807,NA,NA,NA
17-407809,White,White,Male
17-407824,NA,NA,NA
17-407831,Unknown,Unknown,Unknown
17-407850,Other,Other,Female
17-407863,NA,NA,NA
17-407880,NA,NA,NA
17-407881,Other,Other,Male
17-407898,East African,East African,Male
17-407954,NA,NA,NA
17-407956,Unknown,Black,Male
17-407965,Unknown,White,Male
17-407977,Unknown,Unknown,Unknown
17-407983,NA,NA,NA
17-407992,Unknown,Unknown,Unknown
17-408015,Unknown,Black,Male
17-408023,Unknown,Unknown,Unknown
17-408035,Unknown,Unknown,Unknown
17-408036,Black,Unknown,Male
17-408043,Unknown,Unknown,Unknown
17-408046,Black,Unknown,Male
17-408047,NA,NA,NA
17-408071,Black,Black,Male
17-408073,Black,Unknown,Unknown
17-408108,NA,NA,NA
17-408136,Unknown,East African,Male
17-408145,NA,NA,NA
17-408153,NA,NA,NA
17-408156,Unknown,White,Female
17-408164,White,White,Female
17-408166,Black,Black,Male
17-408170,Unknown,Unknown,Unknown
17-408176,Unknown,White,Female
17-408177,Black,Black,Male
17-408180,NA,NA,NA
17-408188,Unknown,Black,Male
17-408202,Unknown,Black,Female
17-408211,Unknown,Black,Male
17-408213,Black,Black,Male
17-408216,Unknown,Black,Female
17-408217,White,White,Male
17-408224,NA,NA,NA
17-408244,Unknown,Other,Male
17-408245,Unknown,Black,Male
17-408264,Black,Black,Male
17-408267,Unknown,Black,Male
17-408272,Unknown,Unknown,Male
17-408275,Black,Black,Male
17-408276,NA,NA,NA
17-408279,Unknown,Black,Male
17-408283,White,White,Male
17-408292,NA,NA,NA
17-408329,Unknown,Black,Male
17-408341,Unknown,Black,Male
17-408343,NA,NA,NA
17-408344,Black,Black,Male
17-408347,Unknown,White,Male
17-408349,Unknown,Black,Male
17-408353,Unknown,White,Male
17-408355,Black,Black,Male
17-408369,NA,NA,NA
17-408375,Unknown,White,Female
17-408377,Unknown,Unknown,Male
17-408378,Unknown,Black,Female
17-408384,Unknown,White,Male
17-408435,Unknown,Unknown,Male
17-408444,Black,Black,Male
17-408458,Unknown,Unknown,Female
17-408476,White,White,Male
17-408484,NA,NA,NA
17-408488,White,White,Male
17-408503,NA,NA,NA
17-408509,NA,NA,NA
17-408539,Native American,Native American,Female
17-408544,Unknown,Unknown,Unknown
17-408570,NA,NA,NA
17-408610,White,White,Male
17-408620,Unknown,White,Female
17-408622,NA,NA,NA
17-408663,Unknown,Black,Male
17-408668,Black,Black,Male
17-408717,White,White,Male
17-408721,NA,NA,NA
17-408731,White,White,Female
17-408737,White,White,Male
17-408749,White,White,Female
17-408756,White,White,Female
17-408762,White,White,Male
17-408765,White,White,Male
17-408775,White,Other,Male
17-408802,White,Black,Male
17-408804,Unknown,Unknown,Unknown
17-408812,Unknown,Asian,Female
17-408822,White,White,Female
17-408831,NA,NA,NA
17-408913,Black,Black,Male
17-408928,Unknown,Black,Male
17-408930,Black,Black,Male
17-408950,Unknown,Latino,Unknown
17-408953,Unknown,Black,Male
17-408971,White,Native American,Male
17-408979,White,White,Male
17-408998,Unknown,Unknown,Male
17-409004,NA,NA,NA
17-409033,East African,East African,Male
17-409037,Black,Black,Female
17-409067,NA,NA,NA
17-409082,Unknown,White,Male
17-409094,Black,Black,Male
17-409098,NA,NA,NA
17-409105,Unknown,White,Male
17-409107,Unknown,Black,Male
17-409112,Unknown,Black,Male
17-409114,Unknown,Unknown,Unknown
17-409139,Black,Black,Male
17-409147,Unknown,Black,Male
17-409163,Black,Black,Male
17-409178,Unknown,White,Female
17-409179,Unknown,Black,Male
17-409181,Unknown,Unknown,Unknown
17-409186,Unknown,Black,Male
17-409189,Unknown,White,Female
17-409250,NA,NA,NA
17-409258,Unknown,Black,Male
17-409259,NA,NA,NA
17-409267,Unknown,East African,Male
17-409268,Black,Black,Male
17-409273,NA,NA,NA
17-409280,Unknown,White,Male
17-409284,Black,Black,Male
17-409288,Unknown,Unknown,Unknown
17-409291,Unknown,Unknown,Unknown
17-409329,Unknown,Black,Male
17-409342,Unknown,Unknown,Unknown
17-409357,Unknown,White,Female
17-409379,Unknown,White,Female
17-409381,Black,Unknown,Male
17-409387,Black,Black,Female
17-409434,Unknown,White,Male
17-409441,Unknown,White,Female
17-409459,Unknown,Black,Male
17-409496,Unknown,White,Male
17-409533,Unknown,Unknown,Unknown
17-409572,Unknown,Latino,Female
17-409575,Unknown,White,Female
17-409586,Unknown,Black,Female
17-409590,Unknown,Black,Female
17-409591,Unknown,Unknown,Unknown
17-409600,Unknown,Black,Male
17-409604,Unknown,Other,Male
17-409621,Unknown,Unknown,Unknown
17-409622,Unknown,Black,Female
17-409623,Unknown,Black,Male
17-409631,NA,NA,NA
17-409633,Unknown,Black,Male
17-409640,Unknown,Unknown,Unknown
17-409641,Unknown,White,Female
17-409643,NA,NA,NA
17-409647,NA,NA,NA
17-409651,Unknown,Black,Male
17-409656,Unknown,Black,Female
17-409659,Unknown,White,Male
17-409664,NA,NA,NA
17-409673,Unknown,Other,Male
17-409689,Unknown,Unknown,Female
17-409725,Unknown,White,Female
17-409728,White,White,Male
17-409740,Unknown,Unknown,Unknown
17-409751,Unknown,Unknown,Unknown
17-409757,Unknown,Black,Male
17-409762,Unknown,Other,Male
17-409766,NA,NA,NA
17-409772,White,White,Male
17-409785,Black,Black,Male
17-409788,Unknown,Black,Male
17-409801,Unknown,White,Male
17-409811,Unknown,Unknown,Unknown
17-409812,Unknown,Black,Female
17-409824,White,White,Female
17-409855,Black,Unknown,Male
17-409890,White,White,Male
17-409891,White,White,Female
17-409898,Latino,Unknown,Male
17-409906,Unknown,Unknown,Unknown
17-409915,Unknown,Unknown,Unknown
17-409924,Unknown,Unknown,Unknown
17-409936,Unknown,Native American,Male
17-409949,White,White,Male
17-409956,White,White,Male
17-409967,Black,Black,Male
17-409976,Black,Black,Male
17-410002,Black,Black,Male
17-410006,Unknown,Black,Male
17-410009,Unknown,Black,Male
17-410027,Unknown,White,Female
17-410029,Other,Other,Male
17-410030,Black,Black,Male
17-410034,Black,Black,Female
17-410048,Unknown,Unknown,Unknown
17-410050,Unknown,Other,Male
17-410053,Unknown,Black,Female
17-410054,Unknown,Black,Male
17-410066,Unknown,Black,Male
17-410073,Black,Black,Male
17-410075,NA,NA,NA
17-410080,Unknown,Unknown,Unknown
17-410087,Unknown,Unknown,Male
17-410097,White,White,Male
17-410111,Unknown,Unknown,Unknown
17-410129,Black,Black,Male
17-410135,Black,Black,Male
17-410141,NA,NA,NA
17-410151,Other,Other,Male
17-410161,Unknown,White,Male
17-410186,Black,Black,Male
17-410220,Unknown,East African,Male
17-410222,White,Native American,Female
17-410233,Unknown,Black,Male
17-410235,Unknown,Native American,Male
17-410239,Black,Black,Female
17-410259,Unknown,Unknown,Unknown
17-410281,Unknown,Unknown,Unknown
17-410294,Unknown,Native American,Female
17-410301,Unknown,Unknown,Unknown
17-410313,Black,Black,Male
17-410318,Unknown,Black,Male
17-410322,Unknown,Black,Female
17-410325,Unknown,Unknown,Unknown
17-410339,NA,NA,NA
17-410350,Black,Black,Male
17-410357,NA,NA,NA
17-410358,NA,NA,NA
17-410365,NA,NA,NA
17-410388,White,White,Male
17-410413,Unknown,Black,Male
17-410418,Unknown,Black,Male
17-410420,NA,NA,NA
17-410425,Black,Unknown,Female
17-410435,Black,Black,Male
17-410442,Unknown,Black,Male
17-410466,Asian,Asian,Male
17-410479,Black,Unknown,Female
17-410490,NA,NA,NA
17-410520,Unknown,Unknown,Male
17-410524,Black,Black,Male
17-410543,NA,NA,NA
17-410545,Unknown,Unknown,Unknown
17-410549,Unknown,Unknown,Unknown
17-410558,NA,NA,NA
17-410559,Black,Black,Female
17-410574,White,Unknown,Male
17-410584,Unknown,Unknown,Unknown
17-410589,NA,NA,NA
17-410601,NA,NA,NA
17-410603,Native American,Native American,Female
17-410621,Unknown,Unknown,Unknown
17-410645,White,Unknown,Male
17-410646,NA,NA,NA
17-410661,Other,Unknown,Male
17-410663,Black,Unknown,Male
17-410671,NA,NA,NA
17-410693,Unknown,White,Female
17-410695,NA,NA,NA
17-410705,Black,Black,Male
17-410721,NA,NA,NA
17-410791,NA,NA,NA
17-410800,Unknown,Black,Male
17-410811,Unknown,Black,Male
17-410814,Black,Unknown,Male
17-410841,Unknown,Black,Female
17-410844,Native American,Native American,Male
17-410895,NA,NA,NA
17-410897,Unknown,Black,Female
17-410901,Unknown,Black,Female
17-410926,Unknown,East African,Male
17-410944,Unknown,East African,Male
17-410964,Black,Black,Male
17-410967,Unknown,White,Male
17-410973,White,White,Female
17-410989,Black,Black,Female
17-410995,NA,NA,NA
17-411002,Unknown,White,Male
17-411006,Unknown,Black,Male
17-411015,Black,Unknown,Female
17-411039,Unknown,Native American,Female
17-411043,Unknown,East African,Male
17-411055,Unknown,Black,Male
17-411092,Unknown,Latino,Female
17-411100,Unknown,White,Male
17-411101,Unknown,Black,Female
17-411109,Unknown,Black,Female
17-411113,Black,Black,Male
17-411114,Unknown,Asian,Male
17-411134,Unknown,Black,Female
17-411146,Unknown,Unknown,Unknown
17-411154,Unknown,White,Female
17-411161,Unknown,White,Male
17-411217,Native American,Unknown,Male
17-411220,Unknown,Black,Male
17-411226,Unknown,Black,Male
17-411236,Unknown,White,Male
17-411239,Unknown,Black,Male
17-411243,Unknown,Black,Female
17-411251,NA,NA,NA
17-411252,Black,Unknown,Male
17-411255,Unknown,Unknown,Unknown
17-411258,NA,NA,NA
17-411277,Black,Unknown,Unknown
17-411279,Unknown,Black,Male
17-411303,NA,NA,NA
17-411333,Unknown,White,Male
17-411349,Unknown,White,Male
17-411354,NA,NA,NA
17-411364,Unknown,White,Female
17-411367,Unknown,Other,Male
17-411409,Native American,Native American,Unknown
17-411439,Black,Black,Male
17-411458,NA,NA,NA
17-411465,Black,Black,Female
17-411477,Latino,Unknown,Male
17-411482,Latino,Latino,Female
17-411505,Unknown,Black,Male
17-411512,White,White,Female
17-411518,Unknown,East African,Male
17-411519,Black,Black,Male
17-411520,Unknown,Latino,Male
17-411526,Unknown,Black,Male
17-411531,NA,NA,NA
17-411534,Unknown,Latino,Female
17-411546,NA,NA,NA
17-411547,Unknown,Unknown,Male
17-411559,Unknown,Asian,Male
17-411561,NA,NA,NA
17-411563,Unknown,Latino,Female
17-411567,Unknown,Unknown,Unknown
17-411574,Unknown,Black,Male
17-411584,Black,Black,Male
17-411619,Unknown,Unknown,Unknown
17-411633,NA,NA,NA
17-411657,Black,Black,Male
17-411704,White,White,Female
17-411723,Unknown,Black,Male
17-411730,Unknown,Black,Male
17-411743,Unknown,Native American,Male
17-411744,Unknown,Black,Male
17-411749,Black,Black,Female
17-411759,NA,NA,NA
17-411765,Unknown,Black,Male
17-411787,Unknown,Black,Male
17-411794,White,Unknown,Male
17-411796,Black,Black,Male
17-411815,NA,NA,NA
17-411831,Black,Black,Male
17-411837,Unknown,Black,Male
17-411840,Unknown,Unknown,Female
17-411847,Unknown,White,Female
17-411852,Black,Black,Male
17-411859,Unknown,Unknown,Unknown
17-411862,Unknown,Black,Male
17-411863,NA,NA,NA
17-411867,Black,Black,Male
17-411886,Unknown,Black,Male
17-411903,White,White,Male
17-411914,Black,Black,Female
17-411918,Unknown,Black,Male
17-411921,Unknown,Native American,Female
17-411924,Unknown,Unknown,Unknown
17-411936,Native American,Native American,Male
17-411937,White,White,Male
17-411940,Black,Black,Male
17-411941,Unknown,Unknown,Unknown
17-411946,Black,Black,Male
17-411948,Unknown,White,Female
17-411949,Unknown,Unknown,Unknown
17-411955,Unknown,Unknown,Unknown
17-411957,Black,Black,Male
17-411961,Unknown,Unknown,Unknown
17-411974,Black,Black,Male
17-411989,Unknown,Unknown,Unknown
17-412004,Black,Black,Male
17-412005,Unknown,Unknown,Unknown
17-412013,NA,NA,NA
17-412017,Unknown,Native American,Male
17-412052,White,Unknown,Male
17-412061,Latino,Latino,Male
17-412070,Unknown,White,Male
17-412083,Other,Other,Male
17-412102,Black,Unknown,Male
17-412130,White,White,Male
17-412133,Native American,Native American,Male
17-412134,Unknown,Black,Male
17-412152,Unknown,Black,Male
17-412159,Unknown,Black,Male
17-412162,Unknown,Unknown,Male
17-412189,Unknown,Black,Male
17-412201,NA,NA,NA
17-412217,NA,NA,NA
17-412228,Unknown,Unknown,Unknown
17-412229,NA,NA,NA
17-412238,Unknown,Black,Male
17-412239,Native American,Native American,Male
17-412260,NA,NA,NA
17-412261,Black,Unknown,Male
17-412269,NA,NA,NA
17-412275,Unknown,Black,Male
17-412298,Unknown,Unknown,Unknown
17-412306,Unknown,Black,Male
17-412307,Unknown,White,Male
17-412324,Black,Black,Male
17-412334,Unknown,Unknown,Unknown
17-412343,Black,Black,Male
17-412345,Unknown,Unknown,Male
17-412362,White,Unknown,Female
17-412388,Black,Black,Male
17-412389,Unknown,Black,Male
17-412412,Unknown,Unknown,Unknown
17-412421,Unknown,White,Male
17-412424,Unknown,Latino,Male
17-412436,Unknown,Black,Female
17-412438,Native American,Native American,Male
17-412444,Unknown,Black,Male
17-412447,Unknown,Unknown,Unknown
17-412455,Unknown,Unknown,Male
17-412513,Unknown,White,Male
17-412523,Unknown,Black,Female
17-412524,NA,NA,NA
17-412537,Unknown,Latino,Female
17-412546,NA,NA,NA
17-412556,Black,Black,Male
17-412564,Unknown,East African,Male
17-412565,Unknown,Asian,Male
17-412567,Black,Black,Male
17-412569,Unknown,White,Male
17-412570,Unknown,Unknown,Unknown
17-412577,NA,NA,NA
17-412581,NA,NA,NA
17-412593,Unknown,Black,Female
17-412599,NA,NA,NA
17-412601,White,White,Male
17-412606,Unknown,Unknown,Unknown
17-412639,NA,NA,NA
17-412640,Unknown,East African,Male
17-412649,Black,Black,Male
17-412650,Unknown,Black,Male
17-412654,Unknown,Black,Male
17-412665,Unknown,Black,Male
17-412668,Black,Black,Male
17-412674,Unknown,Unknown,Unknown
17-412684,Unknown,Black,Male
17-412686,Unknown,Unknown,Unknown
17-412693,Unknown,Black,Male
17-412695,Unknown,Unknown,Unknown
17-412708,NA,NA,NA
17-412709,Unknown,White,Female
17-412718,Unknown,White,Male
17-412721,Unknown,Latino,Male
17-412726,NA,NA,NA
17-412732,Unknown,White,Male
17-412734,Unknown,Black,Male
17-412739,Unknown,White,Female
17-412740,Unknown,White,Male
17-412765,Unknown,Unknown,Unknown
17-412769,Unknown,Unknown,Male
17-412781,Unknown,White,Male
17-412789,NA,NA,NA
17-412800,Unknown,Unknown,Unknown
17-412816,NA,NA,NA
17-412817,Latino,Latino,Female
17-412841,White,White,Male
17-412843,Unknown,Unknown,Unknown
17-412851,Black,Unknown,Male
17-412854,White,White,Male
17-412868,White,Unknown,Unknown
17-412896,Unknown,White,Female
17-412898,White,White,Male
17-412899,NA,NA,NA
17-412905,Unknown,Unknown,Unknown
17-412906,Black,Black,Male
17-412914,Unknown,Unknown,Male
17-412941,Native American,Native American,Female
17-412970,Black,Black,Male
17-412973,Unknown,Other,Male
17-412980,White,White,Female
17-412993,Other,Other,Male
17-413004,NA,NA,NA
17-413019,NA,NA,NA
17-413030,NA,NA,NA
17-413044,NA,NA,NA
17-413085,Unknown,East African,Male
17-413110,Black,Black,Male
17-413117,Unknown,Black,Male
17-413148,Unknown,Black,Male
17-413185,Latino,Other,Unknown
17-413192,White,Latino,Male
17-413208,Black,Black,Male
17-413230,White,Black,Female
17-413248,White,Unknown,Male
17-413250,NA,NA,NA
17-413255,White,White,Female
17-413258,NA,NA,NA
17-413262,White,White,Male
17-413271,Unknown,Unknown,Unknown
17-413273,Unknown,Black,Male
17-413277,White,Black,Female
17-413283,Black,Black,Female
17-413307,NA,NA,NA
17-413314,Black,Black,Male
17-413327,NA,NA,NA
17-413335,NA,NA,NA
17-413337,NA,NA,NA
17-413345,Unknown,Other,Female
17-413363,NA,NA,NA
17-413370,NA,NA,NA
17-413375,Unknown,Latino,Female
17-413400,Unknown,White,Male
17-413406,NA,NA,NA
17-413428,Black,Black,Male
17-413434,Unknown,Black,Female
17-413438,Unknown,East African,Female
17-413443,Unknown,White,Female
17-413453,Unknown,East African,Male
17-413460,Unknown,Unknown,Unknown
17-413462,NA,NA,NA
17-413475,Unknown,Unknown,Unknown
17-413488,NA,NA,NA
17-413501,Unknown,Other,Male
17-413507,Unknown,Black,Male
17-413514,Unknown,Other,Female
17-413540,NA,NA,NA
17-413542,Unknown,Native American,Male
17-413547,Black,Black,Female
17-413557,Unknown,White,Female
17-413560,Unknown,East African,Male
17-413602,Unknown,Black,Female
17-413620,Unknown,Black,Male
17-413623,Unknown,Black,Male
17-413630,Unknown,Black,Male
17-413632,Unknown,Black,Male
17-413651,Unknown,White,Female
17-413658,Unknown,Black,Female
17-413661,NA,NA,NA
17-413683,Unknown,Unknown,Unknown
17-413709,Unknown,Unknown,Unknown
17-413714,Unknown,Unknown,Unknown
17-413718,White,White,Male
17-413730,NA,NA,NA
17-413765,Unknown,Black,Male
17-413786,Other,Other,Male
17-413798,Unknown,Unknown,Unknown
17-413818,Unknown,Black,Male
17-413833,Unknown,Other,Male
17-413835,Latino,Latino,Male
17-413849,Unknown,White,Male
17-413889,NA,NA,NA
17-413894,White,White,Male
17-413895,Unknown,Black,Male
17-413917,Unknown,Unknown,Unknown
17-413921,Unknown,White,Male
17-413928,Unknown,Other,Male
17-413930,NA,NA,NA
17-413938,Unknown,Unknown,Unknown
17-413940,Unknown,White,Male
17-413946,Unknown,Black,Male
17-413969,Unknown,Unknown,Unknown
17-413970,NA,NA,NA
17-413972,Black,Unknown,Male
17-414004,Black,Unknown,Male
17-414010,White,White,Male
17-414015,NA,NA,NA
17-414016,Unknown,Unknown,Unknown
17-414017,Unknown,Black,NA
17-414083,Unknown,Unknown,Unknown
17-414090,White,White,Male
17-414095,Unknown,White,Male
17-414100,Unknown,Unknown,Unknown
17-414104,Unknown,Black,Male
17-414112,Unknown,Native American,Male
17-414119,Latino,Latino,Female
17-414122,White,White,Female
17-414125,Black,Black,Male
17-414131,Black,Black,Female
17-414132,White,Unknown,Female
17-414144,Unknown,Black,Male
17-414223,NA,NA,NA
17-414224,NA,NA,NA
17-414231,Black,Black,Male
17-414239,NA,NA,NA
17-414240,Black,Unknown,Male
17-414248,Unknown,White,Male
17-414281,Unknown,White,Male
17-414315,Unknown,Latino,Female
17-414320,Black,Black,Male
17-414341,Unknown,Unknown,Unknown
17-414342,Black,Black,Female
17-414347,Black,Black,Male
17-414370,Unknown,Black,Male
17-414404,Unknown,Native American,Male
17-414411,Unknown,White,Male
17-414434,East African,East African,Male
17-414454,Latino,Latino,Male
17-414486,Unknown,Unknown,Unknown
17-414495,Black,Black,Male
17-414501,Native American,Native American,Male
17-414505,Black,Unknown,Male
17-414511,Unknown,Unknown,Unknown
17-414515,White,White,Female
17-414519,White,White,Female
17-414527,NA,NA,NA
17-414528,Unknown,East African,Male
17-414538,NA,NA,NA
17-414546,Unknown,Black,Female
17-414553,Unknown,Unknown,Male
17-414562,Black,Black,Male
17-414563,NA,NA,NA
17-414573,Unknown,Black,Female
17-414574,Unknown,Latino,Male
17-414575,NA,NA,NA
17-414577,White,Unknown,Male
17-414585,Unknown,Black,Female
17-414586,Unknown,Black,Female
17-414593,Unknown,Black,Male
17-414607,Black,Black,Male
17-414625,Unknown,White,Male
17-414630,Unknown,Unknown,Male
17-414634,Unknown,Black,Male
17-414647,NA,NA,NA
17-414650,NA,NA,NA
17-414654,Unknown,Black,Male
17-414655,Unknown,Black,Male
17-414675,Black,Black,Male
17-414699,Unknown,Black,Female
17-414726,Black,Black,Male
17-414727,Black,Black,Male
17-414731,Unknown,Black,Female
17-414734,NA,NA,NA
17-414735,Unknown,Latino,Male
17-414742,East African,East African,Male
17-414749,Unknown,Native American,Male
17-414758,Black,Black,Male
17-414772,NA,NA,NA
17-414778,Black,Black,Male
17-414791,Black,Unknown,Male
17-414829,Black,Unknown,Unknown
17-414843,Black,Black,Male
17-414848,Unknown,Black,Male
17-414850,Black,Other,Male
17-414857,Unknown,White,Female
17-414875,NA,NA,NA
17-414884,Unknown,East African,Male
17-414923,Unknown,Black,Male
17-414933,Black,Black,Female
17-414944,Unknown,White,Male
17-414947,Unknown,Unknown,Unknown
17-414952,Unknown,Unknown,Male
17-414953,Unknown,White,Male
17-414960,Unknown,White,Male
17-414967,Black,Unknown,Unknown
17-414968,Unknown,White,Male
17-414976,Unknown,White,Female
17-414991,Unknown,White,Female
17-414997,Unknown,White,Female
17-415008,Unknown,White,Female
17-415014,Unknown,White,Female
17-415018,Unknown,White,Male
17-415020,Unknown,White,Female
17-415033,Unknown,Black,Female
17-415040,Unknown,White,Female
17-415054,NA,NA,NA
17-415059,Unknown,White,Female
17-415065,Unknown,Unknown,Unknown
17-415068,Unknown,Latino,Male
17-415072,Unknown,White,Male
17-415085,Unknown,Black,Male
17-415097,Unknown,East African,Male
17-415098,Black,Black,Male
17-415100,Black,Black,Male
17-415101,Unknown,White,Female
17-415107,Unknown,White,Male
17-415112,Unknown,White,Male
17-415116,NA,NA,NA
17-415129,Unknown,White,Male
17-415144,Unknown,White,Male
17-415153,Unknown,White,Male
17-415173,Unknown,Black,Female
17-415195,Unknown,Unknown,Male
17-415211,Black,Unknown,Male
17-415258,Unknown,Latino,Male
17-415297,NA,NA,NA
17-415303,Unknown,Black,Male
17-415308,Unknown,Black,Male
17-415312,White,White,Male
17-415313,Unknown,White,Male
17-415324,Unknown,Black,Male
17-415336,Unknown,Asian,Female
17-415341,Unknown,White,Female
17-415342,Unknown,Black,Female
17-415346,Unknown,Unknown,Unknown
17-415347,Unknown,Other,Unknown
17-415348,Unknown,Black,Male
17-415375,Unknown,Unknown,Unknown
17-415385,Unknown,White,Male
17-415389,Native American,Unknown,Unknown
17-415391,Unknown,Black,Male
17-415396,NA,NA,NA
17-415398,Unknown,Black,Male
17-415403,Unknown,Black,Male
17-415406,NA,NA,NA
17-415412,Black,Black,Male
